item_id,np_text,noun1,noun1_animacy,preposition,noun2,noun2_animacy,adverb
132,The architect behind the building usually,architect,animate,behind,building,inanimate,usually
133,The artist in the building usually,artist,animate,in,building,inanimate,usually
134,The assistant near the building usually,assistant,animate,near,building,inanimate,usually
135,The attendant outside the building usually,attendant,animate,outside,building,inanimate,usually
136,The auditor before the building usually,auditor,animate,before,building,inanimate,usually
137,The banker across the building usually,banker,animate,across,building,inanimate,usually
138,The barista outside the building usually,barista,animate,outside,building,inanimate,usually
139,The biologist near the building usually,biologist,animate,near,building,inanimate,usually
140,The broker behind the building usually,broker,animate,behind,building,inanimate,usually
141,The builder in the building usually,builder,animate,in,building,inanimate,usually
142,The butcher over the building usually,butcher,animate,over,building,inanimate,usually
143,The buyer behind the building usually,buyer,animate,behind,building,inanimate,usually
144,The candidate in the building usually,candidate,animate,in,building,inanimate,usually
145,The caretaker after the building usually,caretaker,animate,after,building,inanimate,usually
146,The censor beside the building usually,censor,animate,beside,building,inanimate,usually
147,The chancellor across the building usually,chancellor,animate,across,building,inanimate,usually
148,The chemist outside the building usually,chemist,animate,outside,building,inanimate,usually
149,The clerk before the building usually,clerk,animate,before,building,inanimate,usually
150,The coach before the building usually,coach,animate,before,building,inanimate,usually
151,The collector after the building usually,collector,animate,after,building,inanimate,usually
152,The comedian in the building usually,comedian,animate,in,building,inanimate,usually
153,The composer across the building usually,composer,animate,across,building,inanimate,usually
154,The conductor outside the building usually,conductor,animate,outside,building,inanimate,usually
155,The conservator across the building usually,conservator,animate,across,building,inanimate,usually
156,The consultant around the building usually,consultant,animate,around,building,inanimate,usually
157,The contractor before the building usually,contractor,animate,before,building,inanimate,usually
158,The controller before the building usually,controller,animate,before,building,inanimate,usually
159,The coordinator before the building usually,coordinator,animate,before,building,inanimate,usually
160,The coroner inside the building usually,coroner,animate,inside,building,inanimate,usually
161,The courier behind the building usually,courier,animate,behind,building,inanimate,usually
162,The critic behind the building usually,critic,animate,behind,building,inanimate,usually
163,The curator after the building usually,curator,animate,after,building,inanimate,usually
164,The custodian under the building usually,custodian,animate,under,building,inanimate,usually
165,The dealer near the building usually,dealer,animate,near,building,inanimate,usually
166,The decorator under the building usually,decorator,animate,under,building,inanimate,usually
167,The defender before the building usually,defender,animate,before,building,inanimate,usually
168,The designer beside the building usually,designer,animate,beside,building,inanimate,usually
169,The developer before the building usually,developer,animate,before,building,inanimate,usually
170,The director near the building usually,director,animate,near,building,inanimate,usually
171,The dispatcher in the building usually,dispatcher,animate,in,building,inanimate,usually
172,The distributor around the building usually,distributor,animate,around,building,inanimate,usually
173,The diver over the building usually,diver,animate,over,building,inanimate,usually
174,The doctor beside the building usually,doctor,animate,beside,building,inanimate,usually
175,The driver over the building usually,driver,animate,over,building,inanimate,usually
176,The economist over the building usually,economist,animate,over,building,inanimate,usually
177,The editor in the building usually,editor,animate,in,building,inanimate,usually
178,The educator before the building usually,educator,animate,before,building,inanimate,usually
179,The electrician under the building usually,electrician,animate,under,building,inanimate,usually
180,The employee around the building usually,employee,animate,around,building,inanimate,usually
181,The engineer under the building usually,engineer,animate,under,building,inanimate,usually
182,The entrepreneur beside the building usually,entrepreneur,animate,beside,building,inanimate,usually
183,The estimator under the building usually,estimator,animate,under,building,inanimate,usually
184,The examiner across the building usually,examiner,animate,across,building,inanimate,usually
185,The executive in the building usually,executive,animate,in,building,inanimate,usually
186,The expert inside the building usually,expert,animate,inside,building,inanimate,usually
187,The facilitator inside the building usually,facilitator,animate,inside,building,inanimate,usually
188,The farmer after the building usually,farmer,animate,after,building,inanimate,usually
189,The financier over the building usually,financier,animate,over,building,inanimate,usually
190,The florist under the building usually,florist,animate,under,building,inanimate,usually
191,The foreman before the building usually,foreman,animate,before,building,inanimate,usually
192,The founder beside the building usually,founder,animate,beside,building,inanimate,usually
193,The freelancer outside the building usually,freelancer,animate,outside,building,inanimate,usually
194,The geologist near the building usually,geologist,animate,near,building,inanimate,usually
195,The governor beside the building usually,governor,animate,beside,building,inanimate,usually
196,The graduate under the building usually,graduate,animate,under,building,inanimate,usually
197,The guard after the building usually,guard,animate,after,building,inanimate,usually
198,The guide across the building usually,guide,animate,across,building,inanimate,usually
199,The handler across the building usually,handler,animate,across,building,inanimate,usually
200,The head beside the building usually,head,animate,beside,building,inanimate,usually
201,The historian under the building usually,historian,animate,under,building,inanimate,usually
202,The illustrator under the building usually,illustrator,animate,under,building,inanimate,usually
203,The inspector across the building usually,inspector,animate,across,building,inanimate,usually
204,The instructor across the building usually,instructor,animate,across,building,inanimate,usually
205,The intern in the building usually,intern,animate,in,building,inanimate,usually
206,The interviewer after the building usually,interviewer,animate,after,building,inanimate,usually
207,The investigator around the building usually,investigator,animate,around,building,inanimate,usually
208,The janitor over the building usually,janitor,animate,over,building,inanimate,usually
209,The journalist in the building usually,journalist,animate,in,building,inanimate,usually
210,The judge beside the building usually,judge,animate,beside,building,inanimate,usually
211,The laborer before the building usually,laborer,animate,before,building,inanimate,usually
212,The landlord across the building usually,landlord,animate,across,building,inanimate,usually
213,The lawyer after the building usually,lawyer,animate,after,building,inanimate,usually
214,The lecturer outside the building usually,lecturer,animate,outside,building,inanimate,usually
215,The legislator in the building usually,legislator,animate,in,building,inanimate,usually
216,The librarian around the building usually,librarian,animate,around,building,inanimate,usually
217,The machinist in the building usually,machinist,animate,in,building,inanimate,usually
218,The manager under the building usually,manager,animate,under,building,inanimate,usually
219,The marketer under the building usually,marketer,animate,under,building,inanimate,usually
220,The mathematician inside the building usually,mathematician,animate,inside,building,inanimate,usually
221,The medic near the building usually,medic,animate,near,building,inanimate,usually
222,The mentor behind the building usually,mentor,animate,behind,building,inanimate,usually
223,The merchant outside the building usually,merchant,animate,outside,building,inanimate,usually
224,The messenger behind the building usually,messenger,animate,behind,building,inanimate,usually
225,The miner inside the building usually,miner,animate,inside,building,inanimate,usually
226,The model across the building usually,model,animate,across,building,inanimate,usually
227,The moderator after the building usually,moderator,animate,after,building,inanimate,usually
228,The monitor after the building usually,monitor,animate,after,building,inanimate,usually
229,The navigator under the building usually,navigator,animate,under,building,inanimate,usually
230,The negotiator around the building usually,negotiator,animate,around,building,inanimate,usually
231,The novelist around the building usually,novelist,animate,around,building,inanimate,usually
232,The observer beside the building usually,observer,animate,beside,building,inanimate,usually
233,The operator before the building usually,operator,animate,before,building,inanimate,usually
234,The optician around the building usually,optician,animate,around,building,inanimate,usually
235,The orderly after the building usually,orderly,animate,after,building,inanimate,usually
236,The organizer around the building usually,organizer,animate,around,building,inanimate,usually
237,The painter after the building usually,painter,animate,after,building,inanimate,usually
238,The paramedic around the building usually,paramedic,animate,around,building,inanimate,usually
239,The pastor in the building usually,pastor,animate,in,building,inanimate,usually
240,The pathologist after the building usually,pathologist,animate,after,building,inanimate,usually
241,The pediatrician after the building usually,pediatrician,animate,after,building,inanimate,usually
242,The performer before the building usually,performer,animate,before,building,inanimate,usually
243,The pharmacist over the building usually,pharmacist,animate,over,building,inanimate,usually
244,The philosopher behind the building usually,philosopher,animate,behind,building,inanimate,usually
245,The physicist inside the building usually,physicist,animate,inside,building,inanimate,usually
246,The planner before the building usually,planner,animate,before,building,inanimate,usually
247,The podiatrist under the building usually,podiatrist,animate,under,building,inanimate,usually
248,The poet behind the building usually,poet,animate,behind,building,inanimate,usually
249,The policeman across the building usually,policeman,animate,across,building,inanimate,usually
250,The presenter across the building usually,presenter,animate,across,building,inanimate,usually
251,The producer inside the building usually,producer,animate,inside,building,inanimate,usually
252,The programmer under the building usually,programmer,animate,under,building,inanimate,usually
253,The promoter in the building usually,promoter,animate,in,building,inanimate,usually
254,The proofreader after the building usually,proofreader,animate,after,building,inanimate,usually
255,The psychiatrist inside the building usually,psychiatrist,animate,inside,building,inanimate,usually
256,The psychologist around the building usually,psychologist,animate,around,building,inanimate,usually
257,The publicist beside the building usually,publicist,animate,beside,building,inanimate,usually
258,The publisher in the building usually,publisher,animate,in,building,inanimate,usually
259,The quarterback beside the building usually,quarterback,animate,beside,building,inanimate,usually
260,The radiologist under the building usually,radiologist,animate,under,building,inanimate,usually
261,The ranger before the building usually,ranger,animate,before,building,inanimate,usually
262,The realtor behind the building usually,realtor,animate,behind,building,inanimate,usually
263,The receptionist across the building usually,receptionist,animate,across,building,inanimate,usually
264,The recruiter near the building usually,recruiter,animate,near,building,inanimate,usually
265,The referee across the building usually,referee,animate,across,building,inanimate,usually
266,The registrar over the building usually,registrar,animate,over,building,inanimate,usually
267,The reporter outside the building usually,reporter,animate,outside,building,inanimate,usually
268,The researcher across the building usually,researcher,animate,across,building,inanimate,usually
269,The resident inside the building usually,resident,animate,inside,building,inanimate,usually
270,The responder over the building usually,responder,animate,over,building,inanimate,usually
271,The restaurateur before the building usually,restaurateur,animate,before,building,inanimate,usually
272,The retailer inside the building usually,retailer,animate,inside,building,inanimate,usually
273,The reviewer in the building usually,reviewer,animate,in,building,inanimate,usually
274,The salesman near the building usually,salesman,animate,near,building,inanimate,usually
275,The scholar across the building usually,scholar,animate,across,building,inanimate,usually
276,The scientist over the building usually,scientist,animate,over,building,inanimate,usually
277,The scout inside the building usually,scout,animate,inside,building,inanimate,usually
278,The secretary inside the building usually,secretary,animate,inside,building,inanimate,usually
279,The security before the building usually,security,animate,before,building,inanimate,usually
280,The senator inside the building usually,senator,animate,inside,building,inanimate,usually
281,The sergeant in the building usually,sergeant,animate,in,building,inanimate,usually
282,The shopkeeper under the building usually,shopkeeper,animate,under,building,inanimate,usually
283,The sociologist outside the building usually,sociologist,animate,outside,building,inanimate,usually
284,The software outside the building usually,software,animate,outside,building,inanimate,usually
285,The specialist in the building usually,specialist,animate,in,building,inanimate,usually
286,The spokesperson around the building usually,spokesperson,animate,around,building,inanimate,usually
287,The statistician inside the building usually,statistician,animate,inside,building,inanimate,usually
288,The strategist near the building usually,strategist,animate,near,building,inanimate,usually
289,The supervisor in the building usually,supervisor,animate,in,building,inanimate,usually
290,The surveyor over the building usually,surveyor,animate,over,building,inanimate,usually
291,The systems across the building usually,systems,animate,across,building,inanimate,usually
292,The teacher after the building usually,teacher,animate,after,building,inanimate,usually
293,The technician around the building usually,technician,animate,around,building,inanimate,usually
294,The telemarketer over the building usually,telemarketer,animate,over,building,inanimate,usually
295,The therapist in the building usually,therapist,animate,in,building,inanimate,usually
296,The trader before the building usually,trader,animate,before,building,inanimate,usually
297,The trainer under the building usually,trainer,animate,under,building,inanimate,usually
298,The translator near the building usually,translator,animate,near,building,inanimate,usually
299,The treasurer over the building usually,treasurer,animate,over,building,inanimate,usually
300,The tutor over the building usually,tutor,animate,over,building,inanimate,usually
301,The umpire over the building usually,umpire,animate,over,building,inanimate,usually
302,The undertaker after the building usually,undertaker,animate,after,building,inanimate,usually
303,The usher over the building usually,usher,animate,over,building,inanimate,usually
304,The vendor outside the building usually,vendor,animate,outside,building,inanimate,usually
305,The veterinarian across the building usually,veterinarian,animate,across,building,inanimate,usually
306,The videographer before the building usually,videographer,animate,before,building,inanimate,usually
307,The volunteer outside the building usually,volunteer,animate,outside,building,inanimate,usually
308,The warden beside the building usually,warden,animate,beside,building,inanimate,usually
309,The welder in the building usually,welder,animate,in,building,inanimate,usually
310,The worker outside the building usually,worker,animate,outside,building,inanimate,usually
311,The writer near the building usually,writer,animate,near,building,inanimate,usually
312,The zoologist before the building usually,zoologist,animate,before,building,inanimate,usually
313,The activist over the building usually,activist,animate,over,building,inanimate,usually
314,The advocate inside the building usually,advocate,animate,inside,building,inanimate,usually
315,The ambassador in the building usually,ambassador,animate,in,building,inanimate,usually
316,The analyst across the building usually,analyst,animate,across,building,inanimate,usually
317,The apprentice outside the building usually,apprentice,animate,outside,building,inanimate,usually
318,The architect around the building usually,architect,animate,around,building,inanimate,usually
319,The artist around the building usually,artist,animate,around,building,inanimate,usually
320,The assistant in the building usually,assistant,animate,in,building,inanimate,usually
321,The attendant outside the building usually,attendant,animate,outside,building,inanimate,usually
322,The auditor over the building usually,auditor,animate,over,building,inanimate,usually
323,The banker over the building usually,banker,animate,over,building,inanimate,usually
324,The barista before the building usually,barista,animate,before,building,inanimate,usually
325,The biologist behind the building usually,biologist,animate,behind,building,inanimate,usually
326,The broker around the building usually,broker,animate,around,building,inanimate,usually
327,The builder across the building usually,builder,animate,across,building,inanimate,usually
328,The butcher after the building usually,butcher,animate,after,building,inanimate,usually
329,The buyer inside the building usually,buyer,animate,inside,building,inanimate,usually
330,The candidate under the building usually,candidate,animate,under,building,inanimate,usually
331,The caretaker beside the building usually,caretaker,animate,beside,building,inanimate,usually
332,The censor under the building usually,censor,animate,under,building,inanimate,usually
333,The chancellor beside the building usually,chancellor,animate,beside,building,inanimate,usually
334,The chemist under the building usually,chemist,animate,under,building,inanimate,usually
335,The clerk around the building usually,clerk,animate,around,building,inanimate,usually
336,The coach over the building usually,coach,animate,over,building,inanimate,usually
337,The collector across the building usually,collector,animate,across,building,inanimate,usually
338,The comedian after the building usually,comedian,animate,after,building,inanimate,usually
339,The composer across the building usually,composer,animate,across,building,inanimate,usually
340,The conductor outside the building usually,conductor,animate,outside,building,inanimate,usually
341,The conservator outside the building usually,conservator,animate,outside,building,inanimate,usually
342,The consultant around the building usually,consultant,animate,around,building,inanimate,usually
343,The contractor across the building usually,contractor,animate,across,building,inanimate,usually
344,The controller around the building usually,controller,animate,around,building,inanimate,usually
345,The coordinator beside the building usually,coordinator,animate,beside,building,inanimate,usually
346,The coroner inside the building usually,coroner,animate,inside,building,inanimate,usually
347,The courier around the building usually,courier,animate,around,building,inanimate,usually
348,The critic outside the building usually,critic,animate,outside,building,inanimate,usually
349,The curator behind the building usually,curator,animate,behind,building,inanimate,usually
350,The dealer near the building usually,dealer,animate,near,building,inanimate,usually
351,The decorator inside the building usually,decorator,animate,inside,building,inanimate,usually
352,The defender outside the building usually,defender,animate,outside,building,inanimate,usually
353,The designer after the building usually,designer,animate,after,building,inanimate,usually
354,The developer before the building usually,developer,animate,before,building,inanimate,usually
355,The director inside the building usually,director,animate,inside,building,inanimate,usually
356,The dispatcher beside the building usually,dispatcher,animate,beside,building,inanimate,usually
357,The distributor after the building usually,distributor,animate,after,building,inanimate,usually
358,The diver in the building usually,diver,animate,in,building,inanimate,usually
359,The doctor inside the building usually,doctor,animate,inside,building,inanimate,usually
360,The driver beside the building usually,driver,animate,beside,building,inanimate,usually
361,The economist behind the building usually,economist,animate,behind,building,inanimate,usually
362,The editor around the building usually,editor,animate,around,building,inanimate,usually
363,The educator around the building usually,educator,animate,around,building,inanimate,usually
364,The electrician over the building usually,electrician,animate,over,building,inanimate,usually
365,The employee across the building usually,employee,animate,across,building,inanimate,usually
366,The engineer beside the building usually,engineer,animate,beside,building,inanimate,usually
367,The entrepreneur behind the building usually,entrepreneur,animate,behind,building,inanimate,usually
368,The estimator near the building usually,estimator,animate,near,building,inanimate,usually
369,The examiner over the building usually,examiner,animate,over,building,inanimate,usually
370,The executive over the building usually,executive,animate,over,building,inanimate,usually
371,The expert over the building usually,expert,animate,over,building,inanimate,usually
372,The facilitator after the building usually,facilitator,animate,after,building,inanimate,usually
373,The farmer outside the building usually,farmer,animate,outside,building,inanimate,usually
374,The financier outside the building usually,financier,animate,outside,building,inanimate,usually
375,The florist beside the building usually,florist,animate,beside,building,inanimate,usually
376,The foreman across the building usually,foreman,animate,across,building,inanimate,usually
377,The founder behind the building usually,founder,animate,behind,building,inanimate,usually
378,The freelancer in the building usually,freelancer,animate,in,building,inanimate,usually
379,The geologist outside the building usually,geologist,animate,outside,building,inanimate,usually
380,The governor outside the building usually,governor,animate,outside,building,inanimate,usually
381,The graduate beside the building usually,graduate,animate,beside,building,inanimate,usually
382,The guard before the building usually,guard,animate,before,building,inanimate,usually
383,The guide near the building usually,guide,animate,near,building,inanimate,usually
384,The handler after the building usually,handler,animate,after,building,inanimate,usually
385,The head inside the building usually,head,animate,inside,building,inanimate,usually
386,The historian behind the building usually,historian,animate,behind,building,inanimate,usually
387,The illustrator inside the building usually,illustrator,animate,inside,building,inanimate,usually
388,The inspector before the building usually,inspector,animate,before,building,inanimate,usually
389,The instructor inside the building usually,instructor,animate,inside,building,inanimate,usually
390,The intern in the building usually,intern,animate,in,building,inanimate,usually
391,The interviewer near the building usually,interviewer,animate,near,building,inanimate,usually
392,The investigator under the building usually,investigator,animate,under,building,inanimate,usually
393,The janitor in the building usually,janitor,animate,in,building,inanimate,usually
394,The journalist after the building usually,journalist,animate,after,building,inanimate,usually
395,The judge inside the building usually,judge,animate,inside,building,inanimate,usually
396,The laborer in the building usually,laborer,animate,in,building,inanimate,usually
397,The landlord near the building usually,landlord,animate,near,building,inanimate,usually
398,The lawyer before the building usually,lawyer,animate,before,building,inanimate,usually
399,The lecturer in the building usually,lecturer,animate,in,building,inanimate,usually
400,The legislator near the building usually,legislator,animate,near,building,inanimate,usually
401,The librarian outside the building usually,librarian,animate,outside,building,inanimate,usually
402,The machinist outside the building usually,machinist,animate,outside,building,inanimate,usually
403,The manager before the building usually,manager,animate,before,building,inanimate,usually
404,The marketer outside the building usually,marketer,animate,outside,building,inanimate,usually
405,The mathematician outside the building usually,mathematician,animate,outside,building,inanimate,usually
406,The medic under the building usually,medic,animate,under,building,inanimate,usually
407,The mentor in the building usually,mentor,animate,in,building,inanimate,usually
408,The merchant across the building usually,merchant,animate,across,building,inanimate,usually
409,The messenger behind the building usually,messenger,animate,behind,building,inanimate,usually
410,The miner outside the building usually,miner,animate,outside,building,inanimate,usually
411,The model inside the building usually,model,animate,inside,building,inanimate,usually
412,The moderator in the building usually,moderator,animate,in,building,inanimate,usually
413,The monitor outside the building usually,monitor,animate,outside,building,inanimate,usually
414,The navigator in the building usually,navigator,animate,in,building,inanimate,usually
415,The negotiator beside the building usually,negotiator,animate,beside,building,inanimate,usually
416,The novelist inside the building usually,novelist,animate,inside,building,inanimate,usually
417,The observer near the building usually,observer,animate,near,building,inanimate,usually
418,The operator over the building usually,operator,animate,over,building,inanimate,usually
419,The optician before the building usually,optician,animate,before,building,inanimate,usually
420,The orderly beside the building usually,orderly,animate,beside,building,inanimate,usually
421,The organizer across the building usually,organizer,animate,across,building,inanimate,usually
422,The painter inside the building usually,painter,animate,inside,building,inanimate,usually
423,The paramedic across the building usually,paramedic,animate,across,building,inanimate,usually
424,The pastor after the building usually,pastor,animate,after,building,inanimate,usually
425,The pathologist in the building usually,pathologist,animate,in,building,inanimate,usually
426,The pediatrician near the building usually,pediatrician,animate,near,building,inanimate,usually
427,The performer inside the building usually,performer,animate,inside,building,inanimate,usually
428,The pharmacist over the building usually,pharmacist,animate,over,building,inanimate,usually
429,The philosopher under the building usually,philosopher,animate,under,building,inanimate,usually
430,The physicist near the building usually,physicist,animate,near,building,inanimate,usually
431,The planner across the building usually,planner,animate,across,building,inanimate,usually
432,The podiatrist after the building usually,podiatrist,animate,after,building,inanimate,usually
433,The poet inside the building usually,poet,animate,inside,building,inanimate,usually
434,The policeman inside the building usually,policeman,animate,inside,building,inanimate,usually
435,The presenter around the building usually,presenter,animate,around,building,inanimate,usually
436,The producer after the building usually,producer,animate,after,building,inanimate,usually
437,The programmer after the building usually,programmer,animate,after,building,inanimate,usually
438,The promoter in the building usually,promoter,animate,in,building,inanimate,usually
439,The proofreader inside the building usually,proofreader,animate,inside,building,inanimate,usually
440,The psychiatrist over the building usually,psychiatrist,animate,over,building,inanimate,usually
441,The psychologist in the building usually,psychologist,animate,in,building,inanimate,usually
442,The publicist under the building usually,publicist,animate,under,building,inanimate,usually
443,The publisher near the building usually,publisher,animate,near,building,inanimate,usually
444,The quarterback outside the building usually,quarterback,animate,outside,building,inanimate,usually
445,The radiologist beside the building usually,radiologist,animate,beside,building,inanimate,usually
